CASE_NUM,alpha,beta,gamma,RAE
250,0.3118361495207349,0.2866816984391389,0.7073798685096417,0.37175198397824016
251,0.6205972681208165,0.43971155991744304,0.5508396395389704,0.46399839593644193
252,0.6459166584380587,0.4382614889097231,0.5529953352644015,0.4641775056305983
253,0.7567475121950796,0.43614826583641164,0.5595789294245556,0.46496505213151396
254,0.9701503094954748,0.4999941419195356,0.5000132581735061,0.49998878547075987
255,0.86024655398987,0.4999929491343172,0.5000127434811658,0.499989507693816
256,0.3192057231532347,0.3520457479239204,0.6073597698200693,0.3987476215586974
257,0.2776552913196045,0.29924164821201393,0.632076860898669,0.36931644208957115
258,0.28188542070406675,0.2978588043268291,0.636381798263617,0.3709541183432296
259,0.2865133452783961,0.29571321921978055,0.6414801223380331,0.3725809551466273
260,0.29089773011219683,0.2939415565128908,0.6481700812662321,0.37365649615363267
261,0.2965265360007729,0.2922888256119845,0.6551128184222937,0.3750673548795224
262,0.3058344327738661,0.29085387690894965,0.6603245776381067,0.3782113452978228
263,0.3133092150430973,0.28915245230015363,0.6700503338900585,0.37961463017715763
264,0.30157724238529704,0.2852123966423323,0.700121107996775,0.3694810402286215
265,0.315429795819159,0.28695282884057977,0.709111391269939,0.37294837134525904
266,0.6220667496226574,0.43925222887031407,0.5516995041117831,0.46357664263262893
267,0.6469922601250001,0.43832021298414764,0.5529587527695587,0.4642951209186427
268,0.7341284232127003,0.43596235774490855,0.5592764960859684,0.4642553265432727
269,0.9736935323077658,0.49999722026743326,0.5000062638387627,0.4999946906372054
270,0.8641449324473338,0.4999967835926857,0.5000058655341657,0.49999516795511356
