CASE_NUM,alpha,beta,RAE
253,0.7257429794863963,0.10236517156777736,0.21803331848051502
254,0.49594831359089747,0.0419924834282418,0.11361057265383182
255,0.6149914175906485,0.027118980486023514,0.08529824674052695
256,0.8908768514784089,0.10909319571166098,0.12357797168134006
257,0.8943755175272246,0.10560961935341151,0.11198100869211126
258,0.8975961538559488,0.10239937390744508,0.10104468048228132
259,0.8982507684371502,0.1017404193837444,0.0940131754888024
260,0.9019941814348418,0.0980032683702759,0.08985433151437601
261,0.8998700003603304,0.10012217511844068,0.0883286046607182
262,0.8984027794074874,0.10159075246651178,0.08929486771026138
263,0.8943617163791515,0.10561708864561675,0.09377514530168332
264,0.8782147108580417,0.10862742937479108,0.10383653093164116
265,0.8592184453639585,0.11093702778292458,0.1162229013550077
266,0.8361739792153969,0.1132835749337679,0.13236749775467282
267,0.8065558879384556,0.11492866899921028,0.1546043992917333
268,0.7364062463048456,0.10682980200645509,0.2104631800485013
269,0.494136517144644,0.04479086248145697,0.12045064127933454
270,0.6085136873798639,0.02699527424608028,0.08630000320171297
